"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000005698.11",4873.18136643032,-1.56590926038899,0.246163126630724,3.2731388271504e-11,7.95562565544639e-10
"ENSMUSG00000005800.2",1880.65319139776,1.3427636653438,0.276902061767389,2.71910605115996e-07,4.23959827368008e-06
"ENSMUSG00000005803.10",474.189315060363,1.11233069754951,0.471981876443755,0.00451724573577734,0.0250696262142057
"ENSMUSG00000005873.5",1641.1218763202,-0.878980642085664,0.273645234899995,0.000531649211522812,0.00408257001408134
"ENSMUSG00000005893.10",2428.3648540995,-1.31180995929926,0.257461776031861,7.72419682564e-08,1.29328864526152e-06
"ENSMUSG00000005899.8",1000.32295060322,-0.937606573318997,0.318009902829419,0.00113373651144093,0.00789505335006448
"ENSMUSG00000005936.14",4790.15505546252,1.25631221443564,0.232426886334205,1.623347981535e-08,2.94245119064601e-07
"ENSMUSG00000006005.13",8179.8237619836,-0.464924826054715,0.16126927801908,0.00290983924494836,0.0175887573241415
"ENSMUSG00000006024.8",2187.2378755892,-0.570756046398356,0.221130355448929,0.0064256392960244,0.0336615876757642
"ENSMUSG00000006127.5",1131.75412895319,0.761969639926679,0.322139811212252,0.00853991159457988,0.042545741121412
"ENSMUSG00000006154.9",402.76359783713,2.68049270796244,0.466611203031518,7.41081028184743e-10,1.56237052131021e-08
"ENSMUSG00000006179.4",28.4990470824311,4.19001166022488,2.78296744248826,0.00212065129825245,0.0135341981794331
"ENSMUSG00000006235.5",2443.30834326604,-0.774946542660803,0.261195802413894,0.00143213980196571,0.00967586392827837
"ENSMUSG00000006273.10",1161.28501796303,0.829758047956905,0.284182010713748,0.00151721851850387,0.0101810442071366
"ENSMUSG00000006276.9",1618.17735054206,-0.674873490855005,0.264063431349867,0.00583973745381081,0.0310918922380921
"ENSMUSG00000006304.10",1959.46758229321,1.16884389453294,0.240962245381637,3.40925572650067e-07,5.23888963305602e-06
"ENSMUSG00000006307.12",1857.45623921873,-1.11421135678025,0.298274659442642,5.16892321524851e-05,0.000520657014325469
"ENSMUSG00000006356.6",131.472607395781,-2.1385171154921,0.833337773176692,0.000715421714939934,0.00529672500943217
"ENSMUSG00000006362.11",289.931726666542,1.76584572948612,0.535128587022149,0.000113881609201286,0.00104859031641397
"ENSMUSG00000006398.11",1750.381978715,-1.54047325351786,0.302249659130464,5.90595680233578e-08,9.99747644752801e-07
"ENSMUSG00000006418.13",720.249719766592,1.49598150663831,0.376436951522231,1.20110649156191e-05,0.000140535556500011
"ENSMUSG00000006456.10",1985.28656944912,1.48116672595147,0.257660829066244,1.71013923900902e-09,3.46792165329836e-08
"ENSMUSG00000006574.11",346985.461985403,0.606381130254454,0.141568202242471,1.21441021020814e-05,0.000141852138574143
"ENSMUSG00000006575.10",39.3466181864901,8.79161094550703,3.30263600910594,1.2278927987578e-05,0.000143064510588209
"ENSMUSG00000006586.11",765.435375814862,1.82876152053838,0.33796450560425,8.29482557835453e-09,1.558310172633e-07
"ENSMUSG00000006673.10",2194.10951656937,-0.7434567420757,0.222637121501381,0.0004271532144905,0.003362281705409
"ENSMUSG00000006676.12",2678.74974200687,0.528356841664313,0.206304787186759,0.00736109895390221,0.0378031929195944
"ENSMUSG00000006678.6",6708.18828888148,-1.11403784817441,0.202917976796447,1.1862454761534e-08,2.20211744096664e-07
"ENSMUSG00000006705.8",554.691659012876,-1.1570143751678,0.466282225522636,0.00294095761781581,0.0177167347393531
"ENSMUSG00000006740.9",4588.49531540354,-0.513688714362781,0.182465103397937,0.00329715270002671,0.0193711222775571
"ENSMUSG00000006782.12",256.778672220426,-1.13197206901528,0.5531673027202,0.00873959536383525,0.0433065581805236
"ENSMUSG00000006850.7",672.969418629636,1.54674326557282,0.365879277638228,3.85721332357376e-06,4.90756764167664e-05
"ENSMUSG00000006920.10",4564.65497602161,2.39766717976713,0.22742657672276,5.45325151077608e-27,3.96939307337017e-25
"ENSMUSG00000007029.12",2025.69342479524,-1.20030481820472,0.257347459493591,7.79947049156929e-07,1.12713350991017e-05
"ENSMUSG00000007035.11",331.191808454488,-2.44766078429014,0.575128530634683,1.63567937020848e-06,2.20912555566243e-05
"ENSMUSG00000007080.10",2532.5872431611,-0.726840544030388,0.221219031552495,0.000529353289075189,0.00406719777106103
"ENSMUSG00000007379.11",6011.3798675987,2.09351120095933,0.175620974160519,1.3180182555041e-33,1.30201374811584e-31
"ENSMUSG00000007589.8",415.102541848417,-1.19132083234943,0.476617255385604,0.00265309122131327,0.01629458027709
"ENSMUSG00000007659.14",13200.1489350795,3.63888772566909,0.171308997589356,2.94197737006273e-101,4.52083855866306e-98
"ENSMUSG00000007670.9",2355.32207991813,-1.24280437326758,0.234795992697333,2.93894107211708e-08,5.1711902070457e-07
"ENSMUSG00000007812.12",1287.94426946605,1.23687163484852,0.274237526028617,1.60752743345167e-06,2.17322623701238e-05
"ENSMUSG00000007850.12",6497.4503278253,-0.797505564757433,0.20336241146084,4.16688909278088e-05,0.000429099599055544
"ENSMUSG00000007880.12",2757.63985450028,-0.832914908963381,0.228884521273836,0.000121254161423339,0.00110835760243541
"ENSMUSG00000008140.13",497.710658036756,-1.10298459609782,0.416874110558754,0.00209891582029216,0.0134202523322425
"ENSMUSG00000008193.9",248.39026777024,-4.05423699688712,0.606508804792267,1.44183137318725e-12,4.06676770933072e-11
"ENSMUSG00000008200.10",3685.27481070818,-0.756631474015849,0.197309544813077,6.60817615556729e-05,0.000644961723581479
"ENSMUSG00000008226.10",1579.68517720865,-0.691463189703987,0.291302369213149,0.00929445766546293,0.0455823934444512
"ENSMUSG00000008318.5",873.522978410905,-1.1843566161348,0.334434903270788,9.77407096931359e-05,0.000918311151532656
