"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"31383",11.5732724048449,-0.505246582867224,1.21793153277204,0.00557093664527146,0.017298347154015
"ENSMUSG00000000028.10",1155.35501553408,-0.754666702711932,0.296074325879177,0.00745595063437499,0.022237429522859
"ENSMUSG00000000056.7",11214.1540641025,-4.82061538960184,0.212057439688007,2.1328086499834e-115,2.35501403344621e-113
"ENSMUSG00000000078.6",5793.8438404931,1.59004148122586,0.345104675700447,1.49930459854567e-06,1.01799709091834e-05
"ENSMUSG00000000134.13",431.731022054607,-1.37010615213057,0.372481408017563,8.32364086841044e-05,0.000408803674070291
"ENSMUSG00000000154.11",22.8181755307084,5.03702370644269,3.90333444508651,0.00311769264348169,0.0104836623685457
"ENSMUSG00000000157.11",1286.09669603449,-2.40747081961896,0.648119175410639,2.53737243919546e-05,0.000139443528082718
"ENSMUSG00000000184.9",1780.23462387141,2.07583020323161,0.305776557688874,2.16476596045832e-12,2.72239428419835e-11
"ENSMUSG00000000194.9",717.714110964176,-0.842126172174813,0.318248598953684,0.00516221530148978,0.0161776429204699
"ENSMUSG00000000204.11",1346.56043710235,-1.61727139934875,0.427375075369551,4.15626481527987e-05,0.000218463493953721
"ENSMUSG00000000223.9",60.0389207794426,-3.3937983097913,2.51315103541874,0.00346913199756899,0.0115112779348149
"ENSMUSG00000000275.12",1824.52184167157,-1.13191909216367,0.26179900613878,7.35633047288656e-06,4.45298247015439e-05
"ENSMUSG00000000276.7",356.981725850464,1.49271168780586,0.439131101848698,0.000211790343504675,0.000952719982093119
"ENSMUSG00000000290.9",2324.15989260499,-1.89141650328336,0.32630576301293,1.56821970835071e-09,1.54627059147005e-08
"ENSMUSG00000000295.8",312.055012574132,1.64592405296145,0.520616938478014,0.000396018869572487,0.0016777191239113
"ENSMUSG00000000326.8",982.773494505766,-0.673773805518747,0.2816735706573,0.0124634706053158,0.0344293424155716
"ENSMUSG00000000346.8",3333.25676654152,-0.557168811716237,0.229916523141246,0.0125551229390536,0.0346395018674687
"ENSMUSG00000000374.7",2256.86663586802,-2.34389481041889,0.252103875904496,2.25820574300349e-21,4.3837911736685e-20
"ENSMUSG00000000409.10",178.84077146797,1.5501428207603,0.585973778099676,0.00216379240771986,0.00761829126996618
"ENSMUSG00000000420.11",13187.9404757504,-2.08883803842395,0.196210320651668,3.22545379404975e-27,7.46167758091539e-26
"ENSMUSG00000000440.8",79.046591516204,-2.5852778351293,1.10210910177528,0.00150687684225664,0.00554911543805851
"ENSMUSG00000000486.9",2440.25876917855,-1.4135219346558,0.247998826147348,4.05331981240723e-09,3.81536494312988e-08
"ENSMUSG00000000532.10",538.839019854228,1.3047648723217,0.398512761951322,0.000400452960617755,0.00169302446026427
"ENSMUSG00000000631.15",1894.75401214672,0.951770231764065,0.274230768492616,0.000300196225845005,0.00130661309482272
"ENSMUSG00000000682.7",1447.20100187727,-1.09321800720073,0.420841431742393,0.00434371816418743,0.0139754800781637
